Run,Step,Agent,Reward
0,0,Lee,0.5
0,0,Shin,0.84
0,0,Kang,0.68
0,0,Lim,0.32
0,0,Ko,0.42
0,1,Lee,0.64
0,1,Shin,0.98
0,1,Kang,0.72
0,1,Lim,0.7
0,1,Ko,0.24
0,2,Lee,0.54
0,2,Shin,0.9
0,2,Kang,0.86
0,2,Lim,0.28
0,2,Ko,0.24
0,3,Lee,0.76
0,3,Shin,0.88
0,3,Kang,0.62
0,3,Lim,0.44
0,3,Ko,0.3
0,4,Lee,0.74
0,4,Shin,0.88
0,4,Kang,0.82
0,4,Lim,0.4
0,4,Ko,0.22
0,5,Lee,0.64
0,5,Shin,0.92
0,5,Kang,0.58
0,5,Lim,0.54
0,5,Ko,0.24
0,6,Lee,0.64
0,6,Shin,0.9
0,6,Kang,0.9
0,6,Lim,0.34
0,6,Ko,0.3
0,7,Lee,0.8
0,7,Shin,1.16
0,7,Kang,0.66
0,7,Lim,0.34
0,7,Ko,0.18
0,8,Lee,0.72
0,8,Shin,1.04
0,8,Kang,0.78
0,8,Lim,0.36
0,8,Ko,0.16
0,9,Lee,0.72
0,9,Shin,0.84
0,9,Kang,0.74
0,9,Lim,0.44
0,9,Ko,0.18
0,10,Lee,0.78
0,10,Shin,1.08
0,10,Kang,0.66
0,10,Lim,0.36
0,10,Ko,0.22
0,11,Lee,0.96
0,11,Shin,1.02
0,11,Kang,0.52
0,11,Lim,0.32
0,11,Ko,0.24
0,12,Lee,0.72
0,12,Shin,0.96
0,12,Kang,0.72
0,12,Lim,0.26
0,12,Ko,0.16
0,13,Lee,0.68
0,13,Shin,0.82
0,13,Kang,0.84
0,13,Lim,0.2
0,13,Ko,0.16
0,14,Lee,0.78
0,14,Shin,0.98
0,14,Kang,0.66
0,14,Lim,0.32
0,14,Ko,0.2
0,15,Lee,0.7
0,15,Shin,1.04
0,15,Kang,0.9
0,15,Lim,0.28
0,15,Ko,0.34
0,16,Lee,0.78
0,16,Shin,0.88
0,16,Kang,0.76
0,16,Lim,0.18
0,16,Ko,0.2
0,17,Lee,0.84
0,17,Shin,1.1
0,17,Kang,0.62
0,17,Lim,0.22
0,17,Ko,0.2
0,18,Lee,0.68
0,18,Shin,1.2
0,18,Kang,0.7
0,18,Lim,0.28
0,18,Ko,0.2
0,19,Lee,0.76
0,19,Shin,1.18
0,19,Kang,0.76
0,19,Lim,0.32
0,19,Ko,0.22
0,20,Lee,0.76
0,20,Shin,0.88
0,20,Kang,0.72
0,20,Lim,0.24
0,20,Ko,0.24
0,21,Lee,0.74
0,21,Shin,0.86
0,21,Kang,0.76
0,21,Lim,0.24
0,21,Ko,0.06
0,22,Lee,0.94
0,22,Shin,0.8
0,22,Kang,0.68
0,22,Lim,0.3
0,22,Ko,0.18
0,23,Lee,0.74
0,23,Shin,0.88
0,23,Kang,0.84
0,23,Lim,0.16
0,23,Ko,0.18
0,24,Lee,0.74
0,24,Shin,0.8
0,24,Kang,0.68
0,24,Lim,0.24
0,24,Ko,0.08
0,25,Lee,0.94
0,25,Shin,1.04
0,25,Kang,0.84
0,25,Lim,0.18
0,25,Ko,0.22
0,26,Lee,1.02
0,26,Shin,1.12
0,26,Kang,0.58
0,26,Lim,0.32
0,26,Ko,0.1
0,27,Lee,0.68
0,27,Shin,1.04
0,27,Kang,0.58
0,27,Lim,0.18
0,27,Ko,0.2
0,28,Lee,0.8
0,28,Shin,1.1
0,28,Kang,0.8
0,28,Lim,0.3
0,28,Ko,0.08
0,29,Lee,0.98
0,29,Shin,1.04
0,29,Kang,0.64
0,29,Lim,0.24
0,29,Ko,0.1
0,30,Lee,0.8
0,30,Shin,0.92
0,30,Kang,0.78
0,30,Lim,0.28
0,30,Ko,0.2
0,31,Lee,0.74
0,31,Shin,1.12
0,31,Kang,0.84
0,31,Lim,0.14
0,31,Ko,0.22
0,32,Lee,0.8
0,32,Shin,0.84
0,32,Kang,0.72
0,32,Lim,0.28
0,32,Ko,0.08
0,33,Lee,0.92
0,33,Shin,1.04
