Run,Step,Agent,Episode Length
0,0,Lee,6.0
0,0,Shin,4.26
0,0,Kang,5.62
0,0,Lim,5.6
0,0,Ko,5.96
0,1,Lee,6.0
0,1,Shin,4.52
0,1,Kang,4.92
0,1,Lim,5.34
0,1,Ko,6.0
0,2,Lee,6.0
0,2,Shin,4.66
0,2,Kang,4.98
0,2,Lim,5.32
0,2,Ko,6.0
0,3,Lee,5.9
0,3,Shin,4.6
0,3,Kang,4.76
0,3,Lim,5.78
0,3,Ko,5.94
0,4,Lee,5.86
0,4,Shin,4.84
0,4,Kang,4.68
0,4,Lim,5.6
0,4,Ko,6.0
0,5,Lee,5.46
0,5,Shin,5.16
0,5,Kang,4.86
0,5,Lim,5.88
0,5,Ko,6.0
0,6,Lee,5.46
0,6,Shin,5.14
0,6,Kang,5.08
0,6,Lim,5.5
0,6,Ko,5.96
0,7,Lee,5.3
0,7,Shin,4.52
0,7,Kang,5.32
0,7,Lim,5.76
0,7,Ko,5.94
0,8,Lee,5.78
0,8,Shin,5.06
0,8,Kang,4.8
0,8,Lim,5.52
0,8,Ko,6.0
0,9,Lee,5.38
0,9,Shin,4.74
0,9,Kang,5.4
0,9,Lim,5.42
0,9,Ko,6.0
0,10,Lee,5.12
0,10,Shin,5.14
0,10,Kang,5.38
0,10,Lim,5.26
0,10,Ko,6.0
0,11,Lee,5.3
0,11,Shin,4.64
0,11,Kang,5.28
0,11,Lim,5.82
0,11,Ko,5.96
0,12,Lee,5.24
0,12,Shin,4.88
0,12,Kang,5.0
0,12,Lim,5.74
0,12,Ko,5.88
0,13,Lee,5.08
0,13,Shin,4.7
0,13,Kang,5.46
0,13,Lim,5.74
0,13,Ko,6.0
0,14,Lee,4.96
0,14,Shin,4.36
0,14,Kang,5.42
0,14,Lim,5.76
0,14,Ko,5.96
0,15,Lee,4.78
0,15,Shin,4.96
0,15,Kang,5.64
0,15,Lim,5.54
0,15,Ko,6.0
0,16,Lee,5.02
0,16,Shin,4.7
0,16,Kang,5.5
0,16,Lim,5.8
0,16,Ko,5.98
0,17,Lee,5.1
0,17,Shin,4.06
0,17,Kang,5.46
0,17,Lim,5.96
0,17,Ko,6.0
0,18,Lee,4.98
0,18,Shin,3.86
0,18,Kang,5.62
0,18,Lim,5.8
0,18,Ko,6.0
0,19,Lee,5.48
0,19,Shin,3.54
0,19,Kang,5.76
0,19,Lim,5.9
0,19,Ko,5.92
0,20,Lee,5.12
0,20,Shin,3.42
0,20,Kang,5.76
0,20,Lim,5.9
0,20,Ko,6.0
0,21,Lee,5.02
0,21,Shin,3.22
0,21,Kang,5.76
0,21,Lim,5.9
0,21,Ko,6.0
0,22,Lee,4.86
0,22,Shin,3.24
0,22,Kang,5.88
0,22,Lim,5.96
0,22,Ko,6.0
0,23,Lee,4.74
0,23,Shin,3.1
0,23,Kang,5.78
0,23,Lim,6.0
0,23,Ko,6.0
0,24,Lee,4.9
0,24,Shin,2.92
0,24,Kang,5.86
0,24,Lim,5.98
0,24,Ko,6.0
0,25,Lee,4.74
0,25,Shin,3.22
0,25,Kang,5.88
0,25,Lim,6.0
0,25,Ko,6.0
0,26,Lee,4.92
0,26,Shin,2.72
0,26,Kang,5.9
0,26,Lim,6.0
0,26,Ko,5.98
0,27,Lee,4.88
0,27,Shin,2.72
0,27,Kang,5.86
0,27,Lim,5.98
0,27,Ko,5.96
0,28,Lee,4.48
0,28,Shin,3.02
0,28,Kang,5.96
0,28,Lim,6.0
