Run,Step,Remaining Budget
0,0,1.0
0,1,0.07120532130242685
0,2,0.20554649421740268
0,3,0.1389710170955718
0,4,1.2188780139435458
0,5,0.401468778027505
0,6,0.0
0,7,0.18677118477762888
0,8,1.0
0,9,0.7562912622195095
0,10,0.0
0,11,0.05068082855591216
0,12,0.0
0,13,0.0
0,14,0.40258263102602376
0,15,0.0
0,16,0.0
0,17,0.3297816098675168
0,18,0.0
0,19,0.3875623382300559
0,20,0.23708267816554174
0,21,0.0
0,22,0.0
0,23,0.6708469004867122
0,24,0.0
0,25,0.0
0,26,0.0
0,27,0.06994705792292799
0,28,0.11513348013800906
0,29,0.15666253625623083
0,30,0.0
0,31,1.0
0,32,0.0
0,33,0.0
0,34,0.0
0,35,0.0
0,36,0.0
0,37,0.0
0,38,0.13227736681677882
0,39,0.08791378870272493
0,40,0.0
0,41,0.0
0,42,0.0
0,43,0.28601617840270355
0,44,1.0
0,45,0.0
0,46,0.0
0,47,0.0
0,48,1.0
0,49,0.6493437093859069
0,50,0.0
0,51,0.0
0,52,0.0
0,53,0.0
0,54,0.04822449026939046
0,55,0.20085155616029093
0,56,0.0
0,57,0.0
0,58,0.4392951546554752
0,59,0.45322163036271623
0,60,1.0
0,61,0.21449142625718887
0,62,0.0
0,63,1.0
0,64,0.30011507311471686
0,65,0.021170761994019127
0,66,0.0
0,67,0.25014709064168494
0,68,0.2679416286820733
0,69,0.0
0,70,0.0
0,71,0.07751018792206588
0,72,0.0
0,73,0.09695251402716076
0,74,0.3998928082803299
0,75,0.0
0,76,0.0
0,77,0.0
0,78,2.0
0,79,0.0
0,80,0.0
0,81,0.0
0,82,0.0
0,83,0.0
0,84,0.061468420159952686
0,85,0.0
0,86,0.31059805287385145
0,87,0.22920680735184684
0,88,0.0
0,89,0.0
0,90,0.0
0,91,0.0
0,92,0.22502589976026965
0,93,0.0
0,94,0.2825459989663197
0,95,0.0
0,96,1.652604949863047
0,97,0.0
0,98,0.0
0,99,0.24341939507957688
0,100,0.0
0,101,0.0022528861899453467
0,102,0.0
0,103,0.0
0,104,0.0
0,105,0.0
0,106,0.0
0,107,0.0
0,108,0.14593214427589096
0,109,0.0
0,110,0.0
0,111,0.09192938045946208
0,112,0.0
0,113,0.007087685972564373
0,114,0.24991602207635277
0,115,0.0
0,116,0.0
0,117,1.0
0,118,0.0
0,119,0.0
0,120,0.0
0,121,0.24650093697806086
0,122,0.038106708511077114
0,123,0.27804185614609767
0,124,0.28419004140083204
0,125,0.10722771655098806
0,126,0.2201193878061165
0,127,0.24354199654036357
0,128,0.0
0,129,0.3960209182565597
0,130,0.2200667031088701
0,131,0.0
0,132,0.0
0,133,0.0
0,134,0.0
0,135,0.0
0,136,0.0
0,137,0.0
0,138,0.0
0,139,0.0
0,140,0.0
0,141,0.07582291252156237
0,142,0.0
0,143,0.0
0,144,1.1582577589255005
0,145,0.3801559439580544
0,146,0.0
0,147,0.0
0,148,0.13328690586016312
0,149,0.0
0,150,0.0
0,151,0.0
0,152,0.0
0,153,0.13794235549638567
0,154,0.19769478294006604
0,155,0.3896338440085334
0,156,0.32870494886429324
0,157,0.4618281781193956
0,158,0.0
0,159,0.0
0,160,0.26874394901442167
0,161,0.0
0,162,0.0
0,163,0.0
0,164,0.0
0,165,0.0
0,166,0.0
0,167,0.0
0,168,0.0
0,169,0.0
0,170,0.0
0,171,0.2680899406109829
0,172,1.0
0,173,0.15593780259945578
0,174,0.0
0,175,0.17058257989270187
0,176,0.1443877763660294
0,177,0.0
0,178,0.18013941932142585
0,179,0.0
0,180,0.15565103519321932
0,181,0.23597476721981536
0,182,0.0
0,183,0.42225603345746765
0,184,0.019261223231313185
0,185,0.342536776575727
0,186,0.0
0,187,0.0
0,188,0.007242066933090818
0,189,0.011808360263941609
0,190,0.39281134885767655
0,191,0.0
0,192,0.0
0,193,0.0
0,194,0.002705457835411984
0,195,0.06251914144125492
0,196,0.013711512325183861
0,197,0.0
0,198,0.4142260589140151
0,199,0.11315547536594472
0,200,0.0
0,201,0.0
0,202,0.28049678521432453
0,203,0.2672818351960802
0,204,0.1942153583132764
0,205,0.013082344697026405
0,206,0.0
0,207,0.08048019768298942
0,208,0.0
0,209,0.0
0,210,0.0
0,211,0.0
0,212,0.1822271893491635
0,213,0.0
0,214,0.1892090544861622
0,215,0.0
0,216,0.0021476900817385403
0,217,0.0
0,218,0.050233947264080925
0,219,0.0
0,220,0.0
0,221,0.32245223200014883
0,222,0.0
0,223,0.20447583015768966
0,224,0.0
0,225,0.0
0,226,0.0
0,227,0.10150099808836632
0,228,0.0
0,229,0.0
0,230,0.0
0,231,0.0
0,232,0.10823824372930035
0,233,0.0
0,234,0.04987645006709962
0,235,0.22572402367166466
0,236,0.057617415066020805
0,237,0.0
0,238,0.4155206932690918
0,239,0.0
0,240,0.0
0,241,0.2236325283316285
0,242,0.0
0,243,0.22619821272604923
0,244,0.0
0,245,0.0
0,246,0.0
0,247,0.15537942829472573
0,248,0.0
0,249,0.025073031982051575
0,250,0.12705554400491792
0,251,0.0
0,252,0.0
0,253,0.3901622522279029
0,254,0.28282424865849554
0,255,0.0
0,256,0.0
0,257,0.13880437763734932
0,258,0.0
0,259,0.0
0,260,0.22559121583106134
0,261,0.0
0,262,0.0
0,263,0.0
0,264,0.0
0,265,0.0
0,266,0.0
0,267,1.0
0,268,0.07464857244848377
0,269,0.0
0,270,0.34787328075495405
0,271,0.0
0,272,0.42799474623032685
0,273,0.0
0,274,0.07323370581258215
0,275,1.0818941206437853
0,276,0.0
0,277,0.043345178007693885
0,278,0.09161649542014971
0,279,0.0
0,280,0.0
0,281,0.4216694892793589
0,282,0.0
0,283,0.18132853553186778
0,284,0.0
0,285,0.5735802912237886
0,286,1.0
0,287,0.18227110717663875
0,288,0.6003670082477339
0,289,0.0
0,290,0.2713199008616982
0,291,0.0
0,292,0.0
0,293,0.0
0,294,0.0
0,295,0.0
0,296,0.10133039235442809
0,297,0.0
0,298,0.0
0,299,0.233732955176277
0,300,0.084166284379661
0,301,0.0
0,302,0.0
0,303,0.0
0,304,0.10179403127098807
0,305,0.39879266871869157
0,306,0.24167448679530734
0,307,0.6047423286350578
0,308,0.0
0,309,0.0
0,310,0.0
0,311,0.1340685825857053
0,312,0.28387673291346904
0,313,0.0
0,314,0.2290382113640328
0,315,0.0
0,316,0.0
0,317,0.24177760991905095
0,318,0.0
0,319,0.16287852027777705
0,320,0.2880893886947752
0,321,0.0
0,322,0.0
0,323,0.0
0,324,0.0
0,325,0.0
0,326,0.0
0,327,0.26992451236878656
0,328,0.0
0,329,0.20939429278483135
0,330,0.0
0,331,0.0
0,332,0.3011708805380613
0,333,0.0
0,334,0.0
0,335,0.0
0,336,0.0
0,337,0.0
0,338,0.0
0,339,0.0
0,340,0.0
0,341,0.0
0,342,0.0
0,343,0.0686066858545119
0,344,0.41915725552607486
0,345,0.13939352076764178
0,346,0.08347035923326263
0,347,0.41676847512965653
0,348,0.220843049974365
0,349,0.0
0,350,0.10485472956301123
0,351,0.0
0,352,0.20906412247108208
0,353,0.009566662187967534
0,354,0.0
0,355,0.0
0,356,0.07525892965550263
0,357,0.0
0,358,0.0
0,359,0.0
0,360,0.47614725892722687
0,361,0.0
0,362,0.0
0,363,0.32363401840567074
0,364,0.0
0,365,0.09885891550634307
0,366,0.018443883549323692
0,367,0.0
0,368,0.0
0,369,0.0
0,370,0.0
0,371,0.11818197237383865
0,372,0.17940005901364564
