Run,Step,Probability of Winning
0,0,0.47483333333333333
0,1,0.5660000000000001
0,2,0.574
0,3,0.6218333333333335
0,4,0.5553333333333333
0,5,0.5485
0,6,0.5786666666666668
0,7,0.5841666666666666
0,8,0.6121666666666666
0,9,0.5496666666666665
0,10,0.5296666666666667
0,11,0.5761666666666666
0,12,0.5486666666666666
0,13,0.5395
0,14,0.5433333333333333
0,15,0.5085000000000001
0,16,0.5311666666666667
0,17,0.575
0,18,0.5276666666666667
0,19,0.5109999999999999
0,20,0.5485000000000001
0,21,0.51
0,22,0.5333333333333333
0,23,0.47083333333333344
0,24,0.5008333333333335
0,25,0.49
0,26,0.49266666666666664
0,27,0.5366666666666666
0,28,0.5666666666666667
0,29,0.5133333333333333
0,30,0.5298333333333333
0,31,0.5326666666666666
0,32,0.5436666666666666
0,33,0.546
0,34,0.512
0,35,0.5288333333333334
0,36,0.5333333333333333
0,37,0.5171666666666667
0,38,0.5660000000000001
0,39,0.5076666666666666
0,40,0.5433333333333334
0,41,0.5348333333333334
0,42,0.5318333333333333
0,43,0.5378333333333333
0,44,0.5243333333333333
0,45,0.5175000000000001
0,46,0.48400000000000004
0,47,0.4756666666666666
0,48,0.5536666666666666
0,49,0.5026666666666667
1,0,0.42133333333333334
1,1,0.5613333333333334
1,2,0.5813333333333334
1,3,0.5871666666666666
1,4,0.5728333333333334
1,5,0.5670000000000001
1,6,0.5706666666666667
1,7,0.5523333333333335
1,8,0.5554999999999999
1,9,0.551
1,10,0.5825
1,11,0.5401666666666667
1,12,0.5616666666666666
1,13,0.5431666666666666
1,14,0.5695
1,15,0.5575
1,16,0.5851666666666666
1,17,0.5983333333333333
1,18,0.5083333333333333
1,19,0.5395
1,20,0.507
1,21,0.5233333333333333
1,22,0.4591666666666667
1,23,0.4575000000000001
1,24,0.48
1,25,0.5001666666666666
1,26,0.515
1,27,0.4733333333333334
1,28,0.5066666666666666
1,29,0.52
1,30,0.46666666666666673
1,31,0.4333333333333334
1,32,0.5066666666666666
1,33,0.5166666666666667
1,34,0.47
1,35,0.5233333333333333
1,36,0.5033333333333334
1,37,0.48333333333333334
1,38,0.48666666666666664
1,39,0.4866666666666666
1,40,0.5433333333333333
1,41,0.5016666666666666
1,42,0.5666666666666668
1,43,0.5266666666666667
1,44,0.5066666666666667
1,45,0.5133333333333333
1,46,0.48
1,47,0.5166666666666666
1,48,0.44333333333333336
1,49,0.54
2,0,0.49300000000000005
2,1,0.5710000000000001
2,2,0.5894999999999999
2,3,0.5485
2,4,0.5778333333333333
2,5,0.5640000000000001
2,6,0.6041666666666666
2,7,0.5883333333333334
2,8,0.6193333333333333
2,9,0.6093333333333334
2,10,0.5843333333333334
2,11,0.5780000000000001
2,12,0.5446666666666667
2,13,0.5181666666666667
2,14,0.5395
2,15,0.5435
2,16,0.5561666666666667
2,17,0.5518333333333333
2,18,0.5474999999999999
2,19,0.5008333333333332
2,20,0.4966666666666667
2,21,0.5441666666666667
2,22,0.49766666666666665
2,23,0.5160000000000001
2,24,0.5566666666666668
2,25,0.555
2,26,0.5066666666666666
2,27,0.5116666666666667
2,28,0.4666666666666666
2,29,0.4966666666666667
2,30,0.4733333333333334
2,31,0.5133333333333333
2,32,0.5066666666666666
2,33,0.5108333333333334
2,34,0.5033333333333333
2,35,0.5
2,36,0.5133333333333334
2,37,0.5266666666666666
2,38,0.49666666666666665
2,39,0.48333333333333334
2,40,0.52
2,41,0.5333333333333333
2,42,0.47666666666666674
2,43,0.47
2,44,0.49
2,45,0.5399999999999999
2,46,0.53
2,47,0.4933333333333333
2,48,0.47666666666666674
2,49,0.5433333333333333
