Run,Step,Probability of Winning
0,0,0.4476666666666666
0,1,0.5545
0,2,0.5751666666666667
0,3,0.5796666666666667
0,4,0.5726666666666665
0,5,0.5528333333333333
0,6,0.5953333333333333
0,7,0.586
0,8,0.5928333333333334
0,9,0.547
0,10,0.5375
0,11,0.559
0,12,0.5368333333333334
0,13,0.5341666666666667
0,14,0.57
0,15,0.5001666666666666
0,16,0.5543333333333333
0,17,0.559
0,18,0.4693333333333334
0,19,0.5136666666666666
0,20,0.5451666666666666
0,21,0.52
0,22,0.5126666666666667
0,23,0.4286666666666667
0,24,0.41716666666666674
0,25,0.41650000000000004
0,26,0.4106666666666667
0,27,0.4446666666666667
0,28,0.46049999999999996
0,29,0.45033333333333336
0,30,0.4623333333333333
0,31,0.4905
0,32,0.466
0,33,0.48083333333333345
0,34,0.4631666666666667
0,35,0.527
0,36,0.4541666666666667
0,37,0.5376666666666666
0,38,0.5571666666666667
0,39,0.5283333333333333
0,40,0.5361666666666667
0,41,0.526
0,42,0.5373333333333333
0,43,0.5315
0,44,0.5015
0,45,0.5296666666666666
0,46,0.4946666666666667
0,47,0.5228333333333333
0,48,0.5426666666666666
0,49,0.49916666666666665
1,0,0.524
1,1,0.5671666666666666
1,2,0.5563333333333333
1,3,0.5958333333333334
1,4,0.5506666666666666
1,5,0.6316666666666667
1,6,0.5658333333333334
1,7,0.6083333333333333
1,8,0.5581666666666667
1,9,0.5651666666666667
1,10,0.6248333333333334
1,11,0.6118333333333333
1,12,0.5638333333333334
1,13,0.5816666666666667
1,14,0.5444999999999999
1,15,0.5828333333333333
1,16,0.5036666666666667
1,17,0.5263333333333332
1,18,0.4480000000000001
1,19,0.45183333333333336
1,20,0.4621666666666668
1,21,0.43250000000000005
1,22,0.44250000000000006
1,23,0.42450000000000004
1,24,0.4285
1,25,0.4633333333333334
1,26,0.5059999999999999
1,27,0.5516666666666666
1,28,0.5318333333333333
1,29,0.5609999999999999
1,30,0.5135
1,31,0.5276666666666666
1,32,0.5333333333333333
1,33,0.54
1,34,0.5073333333333333
1,35,0.5496666666666666
1,36,0.5083333333333333
1,37,0.5218333333333334
1,38,0.5345
1,39,0.5541666666666667
1,40,0.5803333333333334
1,41,0.6028333333333332
1,42,0.5698333333333333
1,43,0.5458333333333333
1,44,0.5695
1,45,0.5598333333333333
1,46,0.6001666666666667
1,47,0.5421666666666668
1,48,0.5579999999999999
1,49,0.5496666666666666
2,0,0.4803333333333334
2,1,0.602
2,2,0.599
2,3,0.5763333333333334
2,4,0.5283333333333333
2,5,0.5640000000000001
2,6,0.5936666666666667
2,7,0.59
2,8,0.523
2,9,0.5333333333333333
2,10,0.41650000000000004
2,11,0.4423333333333334
2,12,0.42
2,13,0.46033333333333337
2,14,0.41566666666666663
2,15,0.3883333333333334
2,16,0.3573333333333334
2,17,0.3673333333333334
2,18,0.37533333333333346
2,19,0.3616666666666667
2,20,0.36333333333333334
2,21,0.36366666666666675
2,22,0.35866666666666674
2,23,0.36083333333333345
2,24,0.34466666666666684
2,25,0.34866666666666674
2,26,0.3618333333333334
2,27,0.3443333333333335
2,28,0.3376666666666668
2,29,0.36250000000000016
2,30,0.413
2,31,0.4885
2,32,0.49050000000000005
2,33,0.45533333333333337
2,34,0.45333333333333337
2,35,0.4728333333333334
2,36,0.46333333333333326
2,37,0.5045000000000001
2,38,0.49000000000000005
2,39,0.47300000000000003
2,40,0.47983333333333333
2,41,0.4648333333333333
2,42,0.4801666666666666
2,43,0.4818333333333333
2,44,0.48949999999999994
2,45,0.48233333333333334
2,46,0.4975
2,47,0.5138333333333334
2,48,0.503
2,49,0.5146666666666667
