Run,Step,Probability of Winning
0,0,0.3486666666666667
0,1,0.5381666666666667
0,2,0.5685
0,3,0.5998333333333333
0,4,0.6455
0,5,0.622
0,6,0.5936666666666667
0,7,0.5971666666666667
0,8,0.638
0,9,0.5965
