Run,Step,Agent,Reward
0,0,Lee,0.78
0,0,Shin,0.86
0,0,Kang,0.66
0,0,Lim,0.82
0,0,Ko,0.5
0,1,Lee,0.7
0,1,Shin,0.78
0,1,Kang,1.02
0,1,Lim,0.84
0,1,Ko,0.66
0,2,Lee,0.96
0,2,Shin,0.88
0,2,Kang,0.92
0,2,Lim,0.8
0,2,Ko,0.66
0,3,Lee,0.92
0,3,Shin,1.02
0,3,Kang,0.94
0,3,Lim,0.78
0,3,Ko,0.38
0,4,Lee,1.0
0,4,Shin,0.9
0,4,Kang,1.12
0,4,Lim,0.72
0,4,Ko,0.46
0,5,Lee,1.0
0,5,Shin,0.94
0,5,Kang,1.02
0,5,Lim,0.56
0,5,Ko,0.52
0,6,Lee,0.88
0,6,Shin,1.02
0,6,Kang,1.08
0,6,Lim,0.74
0,6,Ko,0.54
0,7,Lee,0.92
0,7,Shin,0.78
0,7,Kang,0.64
0,7,Lim,0.62
0,7,Ko,0.48
0,8,Lee,0.68
0,8,Shin,1.04
0,8,Kang,0.9
0,8,Lim,0.66
0,8,Ko,0.56
0,9,Lee,0.72
0,9,Shin,1.14
0,9,Kang,1.06
0,9,Lim,0.74
0,9,Ko,0.56
0,10,Lee,0.86
0,10,Shin,0.94
0,10,Kang,1.12
0,10,Lim,0.56
0,10,Ko,0.52
0,11,Lee,0.96
0,11,Shin,0.9
0,11,Kang,0.8
0,11,Lim,0.5
0,11,Ko,0.5
0,12,Lee,1.08
0,12,Shin,1.14
0,12,Kang,1.06
0,12,Lim,0.52
0,12,Ko,0.38
0,13,Lee,0.96
0,13,Shin,0.86
0,13,Kang,0.88
0,13,Lim,0.62
0,13,Ko,0.4
0,14,Lee,1.08
0,14,Shin,0.96
0,14,Kang,1.08
0,14,Lim,0.72
0,14,Ko,0.42
0,15,Lee,0.84
0,15,Shin,0.9
0,15,Kang,0.98
0,15,Lim,0.6
0,15,Ko,0.56
0,16,Lee,0.94
0,16,Shin,0.9
0,16,Kang,1.06
0,16,Lim,0.82
0,16,Ko,0.64
0,17,Lee,1.06
0,17,Shin,1.06
0,17,Kang,1.02
0,17,Lim,0.62
0,17,Ko,0.58
0,18,Lee,0.92
0,18,Shin,1.16
0,18,Kang,0.84
0,18,Lim,0.64
0,18,Ko,0.42
0,19,Lee,0.78
0,19,Shin,1.16
0,19,Kang,0.68
0,19,Lim,0.7
0,19,Ko,0.32
0,20,Lee,0.9
0,20,Shin,0.98
0,20,Kang,0.84
0,20,Lim,0.58
0,20,Ko,0.44
0,21,Lee,1.0
0,21,Shin,1.06
0,21,Kang,1.18
0,21,Lim,0.62
0,21,Ko,0.42
0,22,Lee,1.12
0,22,Shin,1.18
0,22,Kang,0.92
0,22,Lim,0.62
0,22,Ko,0.46
0,23,Lee,1.02
0,23,Shin,0.92
0,23,Kang,1.04
0,23,Lim,0.62
0,23,Ko,0.64
0,24,Lee,0.84
0,24,Shin,1.06
0,24,Kang,0.92
0,24,Lim,0.52
0,24,Ko,0.4
0,25,Lee,1.08
0,25,Shin,0.98
0,25,Kang,1.08
0,25,Lim,0.52
0,25,Ko,0.34
0,26,Lee,0.84
0,26,Shin,1.1
0,26,Kang,1.04
0,26,Lim,0.56
0,26,Ko,0.56
0,27,Lee,0.98
0,27,Shin,1.12
0,27,Kang,1.02
0,27,Lim,0.52
0,27,Ko,0.58
0,28,Lee,0.78
0,28,Shin,0.88
0,28,Kang,0.86
0,28,Lim,0.82
0,28,Ko,0.4
0,29,Lee,1.04
0,29,Shin,1.02
0,29,Kang,1.12
0,29,Lim,0.66
0,29,Ko,0.32
0,30,Lee,0.96
0,30,Shin,1.02
0,30,Kang,1.06
0,30,Lim,0.52
0,30,Ko,0.5
0,31,Lee,1.08
0,31,Shin,0.88
0,31,Kang,1.2
0,31,Lim,0.78
0,31,Ko,0.46
0,32,Lee,0.88
0,32,Shin,1.06
0,32,Kang,1.14
0,32,Lim,0.62
0,32,Ko,0.46
0,33,Lee,1.0
0,33,Shin,1.02
0,33,Kang,1.0
0,33,Lim,0.72
0,33,Ko,0.38
0,34,Lee,1.04
0,34,Shin,1.02
0,34,Kang,0.96
0,34,Lim,0.66
0,34,Ko,0.5
0,35,Lee,0.96
0,35,Shin,1.12
0,35,Kang,1.1
0,35,Lim,0.54
0,35,Ko,0.44
0,36,Lee,1.22
0,36,Shin,1.02
