Run,Step,Agent,Episode Length
2,15,Lee,6.92
2,15,Shin,5.5
2,15,Kang,6.48
2,15,Lim,6.94
2,15,Ko,7.9
2,16,Lee,7.02
2,16,Shin,5.3
2,16,Kang,6.08
2,16,Lim,7.04
2,16,Ko,7.98
2,17,Lee,6.3
2,17,Shin,5.0
2,17,Kang,6.64
2,17,Lim,6.96
2,17,Ko,7.92
2,18,Lee,6.32
2,18,Shin,5.0
2,18,Kang,6.96
2,18,Lim,6.82
2,18,Ko,7.88
2,19,Lee,6.72
2,19,Shin,4.66
2,19,Kang,7.1
2,19,Lim,7.14
2,19,Ko,7.8
2,20,Lee,6.74
2,20,Shin,3.98
2,20,Kang,6.58
2,20,Lim,7.34
2,20,Ko,7.82
2,21,Lee,6.52
2,21,Shin,4.18
2,21,Kang,6.7
2,21,Lim,7.16
2,21,Ko,7.96
2,22,Lee,6.42
2,22,Shin,3.8
2,22,Kang,7.26
2,22,Lim,7.2
2,22,Ko,7.86
2,23,Lee,6.26
2,23,Shin,3.58
2,23,Kang,7.08
2,23,Lim,6.92
2,23,Ko,7.82
2,24,Lee,6.34
2,24,Shin,3.16
2,24,Kang,7.36
2,24,Lim,7.26
2,24,Ko,7.78
2,25,Lee,6.04
2,25,Shin,3.32
2,25,Kang,7.24
2,25,Lim,7.24
2,25,Ko,7.98
2,26,Lee,6.68
2,26,Shin,2.98
2,26,Kang,7.0
2,26,Lim,7.5
2,26,Ko,7.82
2,27,Lee,6.28
2,27,Shin,2.78
2,27,Kang,6.84
2,27,Lim,7.42
2,27,Ko,7.74
2,28,Lee,6.06
2,28,Shin,2.86
2,28,Kang,7.64
2,28,Lim,7.2
2,28,Ko,7.7
2,29,Lee,5.86
2,29,Shin,2.84
2,29,Kang,7.54
2,29,Lim,7.26
2,29,Ko,7.94
2,30,Lee,5.74
2,30,Shin,2.74
2,30,Kang,7.44
2,30,Lim,7.5
2,30,Ko,7.76
2,31,Lee,5.66
2,31,Shin,2.78
2,31,Kang,7.58
2,31,Lim,7.42
2,31,Ko,7.92
2,32,Lee,5.84
2,32,Shin,2.86
2,32,Kang,7.22
2,32,Lim,7.68
2,32,Ko,7.86
2,33,Lee,5.82
2,33,Shin,2.7
2,33,Kang,7.26
2,33,Lim,7.44
2,33,Ko,7.88
2,34,Lee,5.96
2,34,Shin,2.6
2,34,Kang,7.28
2,34,Lim,7.46
2,34,Ko,7.9
2,35,Lee,5.92
2,35,Shin,2.66
2,35,Kang,7.26
2,35,Lim,7.44
2,35,Ko,7.72
2,36,Lee,6.14
2,36,Shin,2.54
2,36,Kang,7.26
2,36,Lim,7.46
2,36,Ko,7.64
2,37,Lee,5.62
2,37,Shin,2.78
2,37,Kang,7.56
2,37,Lim,7.5
2,37,Ko,7.84
2,38,Lee,6.14
2,38,Shin,2.82
2,38,Kang,7.34
2,38,Lim,7.54
2,38,Ko,7.64
2,39,Lee,6.26
2,39,Shin,2.58
2,39,Kang,7.48
2,39,Lim,7.38
2,39,Ko,7.42
