Run,Step,Agent,Reward
0,0,Lee,0.78
0,0,Shin,0.66
0,0,Kang,1.04
0,0,Lim,1.02
0,0,Ko,0.98
0,1,Lee,0.7
0,1,Shin,0.32
0,1,Kang,0.98
0,1,Lim,0.9
0,1,Ko,0.76
0,2,Lee,0.7
0,2,Shin,0.28
0,2,Kang,1.04
0,2,Lim,1.0
0,2,Ko,1.08
0,3,Lee,0.84
0,3,Shin,0.26
0,3,Kang,1.08
0,3,Lim,0.96
0,3,Ko,0.98
0,4,Lee,0.86
0,4,Shin,0.34
0,4,Kang,0.9
0,4,Lim,0.78
0,4,Ko,1.08
0,5,Lee,0.62
0,5,Shin,0.4
0,5,Kang,1.02
0,5,Lim,1.0
0,5,Ko,1.0
0,6,Lee,0.68
0,6,Shin,0.24
0,6,Kang,1.08
0,6,Lim,1.06
0,6,Ko,1.02
0,7,Lee,0.62
0,7,Shin,0.38
0,7,Kang,1.0
0,7,Lim,0.92
0,7,Ko,0.9
0,8,Lee,0.78
0,8,Shin,0.3
0,8,Kang,1.1
0,8,Lim,0.94
0,8,Ko,0.96
0,9,Lee,0.66
0,9,Shin,0.2
0,9,Kang,1.12
0,9,Lim,1.08
0,9,Ko,1.08
0,10,Lee,0.72
0,10,Shin,0.48
0,10,Kang,0.92
0,10,Lim,0.82
0,10,Ko,1.22
0,11,Lee,0.64
0,11,Shin,0.28
0,11,Kang,1.06
0,11,Lim,0.88
0,11,Ko,1.28
0,12,Lee,0.72
0,12,Shin,0.36
0,12,Kang,1.1
0,12,Lim,0.92
0,12,Ko,0.82
0,13,Lee,0.78
0,13,Shin,0.34
0,13,Kang,1.04
0,13,Lim,0.72
0,13,Ko,1.1
0,14,Lee,0.82
0,14,Shin,0.24
0,14,Kang,0.96
0,14,Lim,0.86
0,14,Ko,0.98
0,15,Lee,0.76
0,15,Shin,0.14
0,15,Kang,1.02
0,15,Lim,0.92
0,15,Ko,1.18
0,16,Lee,0.66
0,16,Shin,0.26
0,16,Kang,0.96
0,16,Lim,0.92
0,16,Ko,0.96
0,17,Lee,0.82
0,17,Shin,0.14
0,17,Kang,1.22
0,17,Lim,1.04
0,17,Ko,1.2
0,18,Lee,0.66
0,18,Shin,0.26
0,18,Kang,0.9
0,18,Lim,1.02
0,18,Ko,1.0
0,19,Lee,0.76
0,19,Shin,0.14
0,19,Kang,0.92
0,19,Lim,1.0
0,19,Ko,1.1
0,20,Lee,0.7
0,20,Shin,0.14
0,20,Kang,1.06
0,20,Lim,0.78
0,20,Ko,1.16
0,21,Lee,0.64
0,21,Shin,0.24
0,21,Kang,1.06
0,21,Lim,1.02
0,21,Ko,1.06
0,22,Lee,0.66
0,22,Shin,0.14
0,22,Kang,0.98
0,22,Lim,1.14
0,22,Ko,1.06
0,23,Lee,0.84
0,23,Shin,0.08
0,23,Kang,0.84
0,23,Lim,1.08
0,23,Ko,1.04
0,24,Lee,0.96
0,24,Shin,0.12
0,24,Kang,1.02
0,24,Lim,1.1
0,24,Ko,1.06
0,25,Lee,0.68
0,25,Shin,0.2
0,25,Kang,0.82
0,25,Lim,1.16
0,25,Ko,0.78
0,26,Lee,0.68
0,26,Shin,0.08
0,26,Kang,1.0
0,26,Lim,1.16
0,26,Ko,0.96
0,27,Lee,0.66
0,27,Shin,0.22
0,27,Kang,1.12
0,27,Lim,1.36
0,27,Ko,0.9
0,28,Lee,0.78
0,28,Shin,0.14
0,28,Kang,0.86
0,28,Lim,0.84
0,28,Ko,0.96
