Run,Step,Agent,Probability of Winning
0,0,Lee,0.0
0,0,Shin,0.1525
0,0,Kang,0.3421666666666666
0,0,Lim,0.3356428571428572
0,0,Ko,0.3365714285714286
0,1,Lee,0.0
0,1,Shin,0.155
0,1,Kang,0.6412380952380953
0,1,Lim,0.32685714285714285
0,1,Ko,0.3835238095238096
0,2,Lee,0.0
0,2,Shin,0.1825
0,2,Kang,0.6012142857142856
0,2,Lim,0.2907857142857143
0,2,Ko,0.466
0,3,Lee,0.0
0,3,Shin,0.16
0,3,Kang,0.6484285714285716
0,3,Lim,0.31214285714285717
0,3,Ko,0.31826190476190486
0,4,Lee,0.0
0,4,Shin,0.1725
0,4,Kang,0.6250476190476191
0,4,Lim,0.3173571428571429
0,4,Ko,0.3058095238095239
0,5,Lee,0.0
0,5,Shin,0.1675
0,5,Kang,0.6053333333333334
0,5,Lim,0.30057142857142854
0,5,Ko,0.3455476190476191
0,6,Lee,0.0
0,6,Shin,0.1575
0,6,Kang,0.5583333333333333
0,6,Lim,0.31271428571428567
0,6,Ko,0.3284523809523811
0,7,Lee,0.0
0,7,Shin,0.165
0,7,Kang,0.6378333333333335
0,7,Lim,0.3177142857142857
0,7,Ko,0.29740476190476195
0,8,Lee,0.0
0,8,Shin,0.14
0,8,Kang,0.6098333333333334
0,8,Lim,0.33521428571428574
0,8,Ko,0.2963095238095239
0,9,Lee,0.0
0,9,Shin,0.14
0,9,Kang,0.5685476190476191
0,9,Lim,0.27571428571428575
0,9,Ko,0.3309523809523811
0,10,Lee,0.0
0,10,Shin,0.115
0,10,Kang,0.5899761904761904
0,10,Lim,0.3112857142857143
0,10,Ko,0.3233333333333334
0,11,Lee,0.0
0,11,Shin,0.105
0,11,Kang,0.5462142857142858
0,11,Lim,0.3172142857142857
0,11,Ko,0.3419047619047619
0,12,Lee,0.0
0,12,Shin,0.11
0,12,Kang,0.6459999999999999
0,12,Lim,0.3120714285714286
0,12,Ko,0.36333333333333334
0,13,Lee,0.0
0,13,Shin,0.06
0,13,Kang,0.512904761904762
0,13,Lim,0.35471428571428576
0,13,Ko,0.3688095238095238
0,14,Lee,0.0
0,14,Shin,0.0725
0,14,Kang,0.4596666666666666
0,14,Lim,0.30114285714285716
0,14,Ko,0.40235714285714275
0,15,Lee,0.0
0,15,Shin,0.0825
0,15,Kang,0.46707142857142847
0,15,Lim,0.2800714285714286
0,15,Ko,0.41307142857142864
0,16,Lee,0.0
0,16,Shin,0.06
0,16,Kang,0.5533333333333335
0,16,Lim,0.29664285714285715
0,16,Ko,0.4011428571428571
0,17,Lee,0.0
0,17,Shin,0.105
0,17,Kang,0.44250000000000006
0,17,Lim,0.26607142857142857
0,17,Ko,0.4011428571428571
0,18,Lee,0.0
0,18,Shin,0.0825
0,18,Kang,0.4685714285714285
0,18,Lim,0.28414285714285714
0,18,Ko,0.38892857142857146
0,19,Lee,0.0
0,19,Shin,0.075
0,19,Kang,0.5619047619047619
0,19,Lim,0.2927142857142857
0,19,Ko,0.4027857142857143
0,20,Lee,0.0
0,20,Shin,0.0625
0,20,Kang,0.5290714285714286
0,20,Lim,0.28964285714285715
0,20,Ko,0.3960714285714285
0,21,Lee,0.0
0,21,Shin,0.0625
0,21,Kang,0.5010714285714287
0,21,Lim,0.30214285714285716
0,21,Ko,0.3907142857142857
0,22,Lee,0.0
0,22,Shin,0.045
0,22,Kang,0.4109761904761904
0,22,Lim,0.29714285714285715
0,22,Ko,0.4121428571428571
0,23,Lee,0.0
0,23,Shin,0.07
0,23,Kang,0.406904761904762
0,23,Lim,0.3115
0,23,Ko,0.3810714285714286
0,24,Lee,0.0
0,24,Shin,0.045
0,24,Kang,0.43380952380952387
0,24,Lim,0.3132142857142857
0,24,Ko,0.3932142857142857
0,25,Lee,0.0
0,25,Shin,0.0575
0,25,Kang,0.5004761904761905
0,25,Lim,0.31692857142857145
0,25,Ko,0.39664285714285713
0,26,Lee,0.0
0,26,Shin,0.045
0,26,Kang,0.4821666666666667
0,26,Lim,0.32657142857142857
0,26,Ko,0.39607142857142863
0,27,Lee,0.0
0,27,Shin,0.0475
0,27,Kang,0.4641666666666666
0,27,Lim,0.30342857142857144
0,27,Ko,0.4144047619047619
0,28,Lee,0.0
0,28,Shin,0.0425
0,28,Kang,0.4769047619047619
0,28,Lim,0.30557142857142855
0,28,Ko,0.41
0,29,Lee,0.0
0,29,Shin,0.0425
0,29,Kang,0.45666666666666667
0,29,Lim,0.3207857142857143
0,29,Ko,0.4064285714285715
0,30,Lee,0.0
0,30,Shin,0.0475
0,30,Kang,0.4539047619047619
0,30,Lim,0.31685714285714284
0,30,Ko,0.40142857142857147
0,31,Lee,0.0
0,31,Shin,0.05
0,31,Kang,0.44833333333333336
0,31,Lim,0.3053571428571429
0,31,Ko,0.4159285714285715
0,32,Lee,0.0
0,32,Shin,0.0475
0,32,Kang,0.47380952380952385
0,32,Lim,0.32549999999999996
0,32,Ko,0.4039285714285714
0,33,Lee,0.0
0,33,Shin,0.0425
0,33,Kang,0.45033333333333336
0,33,Lim,0.3018809523809524
0,33,Ko,0.4174999999999999
0,34,Lee,0.0
0,34,Shin,0.035
0,34,Kang,0.46833333333333327
0,34,Lim,0.3273571428571429
0,34,Ko,0.4172619047619047
0,35,Lee,0.0
0,35,Shin,0.0325
0,35,Kang,0.4666666666666666
0,35,Lim,0.3407142857142857
0,35,Ko,0.4125
0,36,Lee,0.0
0,36,Shin,0.03
0,36,Kang,0.39666666666666667
0,36,Lim,0.2982142857142857
0,36,Ko,0.4383333333333333
0,37,Lee,0.0
0,37,Shin,0.0275
0,37,Kang,0.5150000000000001
0,37,Lim,0.3332857142857143
0,37,Ko,0.4175
0,38,Lee,0.0
0,38,Shin,0.03
0,38,Kang,0.4700000000000001
0,38,Lim,0.3374285714285714
0,38,Ko,0.40642857142857136
0,39,Lee,0.0
0,39,Shin,0.025
0,39,Kang,0.5027380952380952
0,39,Lim,0.30164285714285716
0,39,Ko,0.4303571428571428
1,0,Lee,0.0
1,0,Shin,0.1425
1,0,Kang,0.5147142857142858
1,0,Lim,0.3407857142857143
1,0,Ko,0.3112142857142857
1,1,Lee,0.0
1,1,Shin,0.175
1,1,Kang,0.6203095238095239
1,1,Lim,0.31
1,1,Ko,0.33076190476190476
1,2,Lee,0.0
1,2,Shin,0.1925
1,2,Kang,0.6467142857142858
1,2,Lim,0.28235714285714286
1,2,Ko,0.40402380952380956
1,3,Lee,0.0
1,3,Shin,0.16
1,3,Kang,0.6308333333333334
1,3,Lim,0.3310714285714286
1,3,Ko,0.35030952380952385
1,4,Lee,0.0
1,4,Shin,0.175
1,4,Kang,0.5882142857142856
1,4,Lim,0.30028571428571427
1,4,Ko,0.32933333333333337
1,5,Lee,0.0
1,5,Shin,0.13
1,5,Kang,0.5627142857142856
1,5,Lim,0.33449999999999996
