Run,Step,Probability of Winning
0,0,0.5626666666666666
0,1,0.5774999999999999
0,2,0.5858333333333333
0,3,0.6156666666666666
0,4,0.5890000000000001
0,5,0.623
0,6,0.6318333333333334
0,7,0.6341666666666668
0,8,0.602
0,9,0.5945
0,10,0.5666666666666668
0,11,0.5915
0,12,0.5218333333333334
0,13,0.5261666666666668
0,14,0.5448333333333333
0,15,0.5706666666666667
0,16,0.569
0,17,0.5253333333333333
0,18,0.5168333333333333
0,19,0.5285
0,20,0.5553333333333335
0,21,0.5685
0,22,0.5418333333333334
0,23,0.49
0,24,0.5266666666666667
0,25,0.5228333333333333
0,26,0.5245
0,27,0.5898333333333333
0,28,0.5476666666666666
0,29,0.5341666666666667
0,30,0.5634999999999999
0,31,0.5784999999999999
0,32,0.5370000000000001
0,33,0.5535
0,34,0.5474999999999999
0,35,0.5485
0,36,0.5368333333333333
0,37,0.5231666666666667
0,38,0.5201666666666667
0,39,0.5246666666666666
0,40,0.5618333333333333
0,41,0.5073333333333333
0,42,0.5233333333333333
0,43,0.544
0,44,0.5338333333333333
0,45,0.5566666666666668
0,46,0.58
0,47,0.5553333333333333
0,48,0.5375
0,49,0.5426666666666667
