Run,Step,Agent,Episode Length
1,28,Lim,3.96
1,28,Ko,3.7
1,29,Lee,4.0
1,29,Shin,4.0
1,29,Kang,3.26
1,29,Lim,3.96
1,29,Ko,3.84
1,30,Lee,4.0
1,30,Shin,4.0
1,30,Kang,3.26
1,30,Lim,3.92
1,30,Ko,3.94
1,31,Lee,4.0
1,31,Shin,4.0
1,31,Kang,3.24
1,31,Lim,4.0
1,31,Ko,3.74
1,32,Lee,4.0
1,32,Shin,4.0
1,32,Kang,3.26
1,32,Lim,4.0
1,32,Ko,3.88
1,33,Lee,4.0
1,33,Shin,4.0
1,33,Kang,3.28
1,33,Lim,3.98
1,33,Ko,3.82
1,34,Lee,4.0
1,34,Shin,4.0
1,34,Kang,3.32
1,34,Lim,4.0
1,34,Ko,3.86
1,35,Lee,4.0
1,35,Shin,4.0
1,35,Kang,3.56
1,35,Lim,4.0
1,35,Ko,3.72
1,36,Lee,4.0
1,36,Shin,4.0
1,36,Kang,3.74
1,36,Lim,4.0
1,36,Ko,3.56
1,37,Lee,4.0
1,37,Shin,4.0
1,37,Kang,3.74
1,37,Lim,3.94
1,37,Ko,3.76
1,38,Lee,4.0
1,38,Shin,4.0
1,38,Kang,3.86
1,38,Lim,3.92
1,38,Ko,3.74
1,39,Lee,4.0
1,39,Shin,4.0
1,39,Kang,3.72
1,39,Lim,3.88
1,39,Ko,3.8
2,0,Lee,4.0
2,0,Shin,4.0
2,0,Kang,3.76
2,0,Lim,4.0
2,0,Ko,4.0
2,1,Lee,4.0
2,1,Shin,4.0
2,1,Kang,3.44
2,1,Lim,4.0
2,1,Ko,3.94
2,2,Lee,4.0
2,2,Shin,4.0
2,2,Kang,3.26
2,2,Lim,4.0
2,2,Ko,3.84
2,3,Lee,4.0
2,3,Shin,4.0
2,3,Kang,3.36
2,3,Lim,4.0
2,3,Ko,3.8
2,4,Lee,4.0
2,4,Shin,4.0
2,4,Kang,3.16
2,4,Lim,4.0
2,4,Ko,3.94
2,5,Lee,4.0
2,5,Shin,4.0
2,5,Kang,3.44
2,5,Lim,4.0
2,5,Ko,3.84
2,6,Lee,4.0
2,6,Shin,4.0
2,6,Kang,3.32
2,6,Lim,4.0
2,6,Ko,3.82
2,7,Lee,4.0
2,7,Shin,4.0
2,7,Kang,3.12
2,7,Lim,4.0
2,7,Ko,3.88
2,8,Lee,4.0
2,8,Shin,4.0
2,8,Kang,3.4
2,8,Lim,4.0
2,8,Ko,3.9
2,9,Lee,4.0
2,9,Shin,4.0
2,9,Kang,3.34
2,9,Lim,4.0
2,9,Ko,3.86
2,10,Lee,4.0
2,10,Shin,4.0
2,10,Kang,3.38
2,10,Lim,4.0
2,10,Ko,3.86
2,11,Lee,4.0
2,11,Shin,4.0
2,11,Kang,3.48
2,11,Lim,4.0
2,11,Ko,3.86
2,12,Lee,4.0
2,12,Shin,4.0
2,12,Kang,3.66
2,12,Lim,4.0
2,12,Ko,3.88
2,13,Lee,4.0
2,13,Shin,4.0
2,13,Kang,3.46
2,13,Lim,4.0
2,13,Ko,3.86
2,14,Lee,4.0
2,14,Shin,4.0
2,14,Kang,3.68
2,14,Lim,4.0
2,14,Ko,3.92
2,15,Lee,4.0
2,15,Shin,4.0
2,15,Kang,3.48
2,15,Lim,4.0
2,15,Ko,3.82
2,16,Lee,4.0
2,16,Shin,4.0
2,16,Kang,3.6
2,16,Lim,4.0
2,16,Ko,3.78
2,17,Lee,4.0
2,17,Shin,4.0
2,17,Kang,3.48
2,17,Lim,4.0
2,17,Ko,3.82
2,18,Lee,4.0
2,18,Shin,4.0
2,18,Kang,3.46
2,18,Lim,4.0
2,18,Ko,3.86
2,19,Lee,4.0
2,19,Shin,4.0
2,19,Kang,3.48
2,19,Lim,4.0
2,19,Ko,3.76
2,20,Lee,4.0
2,20,Shin,4.0
2,20,Kang,3.68
