Run,Step,Probability of Winning
0,0,0.4594999999999999
0,1,0.5475000000000001
0,2,0.5651666666666667
0,3,0.6268333333333334
0,4,0.5785
0,5,0.6753333333333333
0,6,0.6296666666666666
0,7,0.6351666666666668
0,8,0.6143333333333334
0,9,0.5811666666666667
0,10,0.5633333333333334
0,11,0.6048333333333332
0,12,0.5051666666666668
0,13,0.5328333333333334
0,14,0.5541666666666667
0,15,0.589
0,16,0.5701666666666667
0,17,0.5295000000000001
0,18,0.5251666666666666
0,19,0.5309999999999999
0,20,0.5353333333333334
0,21,0.5685
0,22,0.5418333333333334
0,23,0.49
0,24,0.5426666666666666
0,25,0.5135000000000001
0,26,0.5368333333333333
0,27,0.5509999999999999
0,28,0.5548333333333333
0,29,0.5883333333333333
0,30,0.5486666666666666
0,31,0.5661666666666667
0,32,0.5655
0,33,0.5225
0,34,0.5273333333333333
0,35,0.5423333333333332
0,36,0.531
0,37,0.575
0,38,0.5275
0,39,0.5218333333333333
0,40,0.5571666666666667
0,41,0.5201666666666668
0,42,0.5636666666666666
0,43,0.5794999999999999
0,44,0.5259999999999999
0,45,0.5446666666666666
0,46,0.5433333333333333
0,47,0.5215
0,48,0.5333333333333333
0,49,0.5556666666666668
