Run,Step,Remaining Budget
0,0,1.0
0,1,1.0
0,2,0.31562882253695224
0,3,0.0
0,4,1.4324745069492983
0,5,1.0
0,6,0.0
0,7,0.0
0,8,1.0
0,9,0.0
0,10,0.2389055174220216
0,11,0.04298090451526815
0,12,2.0
0,13,0.0
0,14,0.23599754315404553
0,15,0.0
0,16,0.0
0,17,0.0
0,18,1.0
0,19,0.0
0,20,1.4328828014892618
0,21,0.27431918552360335
0,22,0.4495365382348737
0,23,0.0
0,24,2.0
0,25,1.112733288461023
0,26,1.0
0,27,0.0
0,28,1.0
0,29,0.23848389853590923
0,30,2.0
0,31,1.0
0,32,1.2027863733425725
0,33,1.5452008595819575
0,34,0.0
0,35,1.0
0,36,0.25711386761172617
0,37,0.0
0,38,0.00982295002359379
0,39,0.0
0,40,0.13939111551485883
0,41,0.26456865225628423
0,42,1.0
0,43,0.26088008167134547
0,44,0.0
0,45,0.1165726242311258
0,46,0.13235866906047322
0,47,1.2772932743659946
0,48,0.0
0,49,1.0
0,50,0.0
0,51,0.0
0,52,0.7303244971812223
0,53,1.0
0,54,0.13225081675531025
0,55,0.0
0,56,1.0
0,57,0.49267070158703774
0,58,0.0
0,59,0.2724508902775804
0,60,0.30522324553721925
0,61,0.0
0,62,0.0
0,63,0.0
0,64,0.4601891365916604
0,65,0.0
0,66,0.3366133003271403
0,67,0.0
0,68,0.0
0,69,0.0
0,70,0.0
0,71,2.0
0,72,0.0
0,73,0.0
0,74,0.0
0,75,0.0
0,76,0.0
0,77,0.0
0,78,0.0
0,79,0.0
0,80,0.0
0,81,0.0
0,82,0.18717523418977566
0,83,0.0
0,84,0.1891377050612617
0,85,0.0
0,86,0.10253550145806734
0,87,0.0
0,88,0.0
0,89,0.0
0,90,0.0
0,91,0.0
0,92,0.0
0,93,0.3302880555340968
0,94,0.22960480824028862
0,95,0.0
0,96,0.0
0,97,0.05340894944071417
0,98,0.0
0,99,0.0
0,100,0.19052248974143648
0,101,0.0
0,102,0.0
0,103,0.10699763009083352
0,104,0.0
0,105,0.030611947589765376
