Run,Step,Agent,Reward
0,0,Lee,0.4
0,0,Shin,0.6
0,0,Kang,0.42
0,0,Lim,0.16
0,0,Ko,0.3
0,1,Lee,0.5
0,1,Shin,0.7
0,1,Kang,0.24
0,1,Lim,0.42
0,1,Ko,0.32
0,2,Lee,0.42
0,2,Shin,0.72
0,2,Kang,0.62
0,2,Lim,0.2
0,2,Ko,0.18
0,3,Lee,0.42
0,3,Shin,0.78
0,3,Kang,0.52
0,3,Lim,0.2
0,3,Ko,0.18
0,4,Lee,0.52
0,4,Shin,0.72
0,4,Kang,0.56
0,4,Lim,0.2
0,4,Ko,0.1
0,5,Lee,0.46
0,5,Shin,0.8
0,5,Kang,0.34
0,5,Lim,0.2
0,5,Ko,0.18
0,6,Lee,0.58
0,6,Shin,0.4
0,6,Kang,0.5
0,6,Lim,0.24
0,6,Ko,0.18
0,7,Lee,0.7
0,7,Shin,0.86
0,7,Kang,0.38
0,7,Lim,0.12
0,7,Ko,0.08
0,8,Lee,0.66
0,8,Shin,0.84
0,8,Kang,0.32
0,8,Lim,0.06
0,8,Ko,0.08
0,9,Lee,0.7
0,9,Shin,1.12
0,9,Kang,0.26
0,9,Lim,0.06
0,9,Ko,0.08
0,10,Lee,0.54
0,10,Shin,0.9
0,10,Kang,0.26
0,10,Lim,0.06
0,10,Ko,0.12
0,11,Lee,0.62
0,11,Shin,1.08
0,11,Kang,0.3
0,11,Lim,0.2
0,11,Ko,0.02
0,12,Lee,0.64
0,12,Shin,0.88
0,12,Kang,0.2
0,12,Lim,0.08
0,12,Ko,0.08
0,13,Lee,0.68
0,13,Shin,1.1
0,13,Kang,0.2
0,13,Lim,0.1
0,13,Ko,0.08
0,14,Lee,0.74
0,14,Shin,0.94
0,14,Kang,0.26
0,14,Lim,0.04
0,14,Ko,0.06
0,15,Lee,0.6
0,15,Shin,1.0
0,15,Kang,0.32
0,15,Lim,0.12
0,15,Ko,0.06
0,16,Lee,0.64
0,16,Shin,1.04
0,16,Kang,0.28
0,16,Lim,0.08
0,16,Ko,0.02
0,17,Lee,0.48
