Run,Step,Agent,Probability of Winning
0,0,Lee,0.08
0,0,Shin,0.49833333333333335
0,0,Kang,0.24499999999999997
0,0,Lim,0.2833333333333333
0,0,Ko,0.09
0,1,Lee,0.09
0,1,Shin,0.5100000000000001
0,1,Kang,0.23833333333333329
0,1,Lim,0.2816666666666666
0,1,Ko,0.08
0,2,Lee,0.18833333333333335
0,2,Shin,0.45333333333333337
0,2,Kang,0.29
0,2,Lim,0.18333333333333332
0,2,Ko,0.025
0,3,Lee,0.1433333333333333
0,3,Shin,0.4516666666666667
0,3,Kang,0.3549999999999999
0,3,Lim,0.15
0,3,Ko,0.06
0,4,Lee,0.18499999999999997
0,4,Shin,0.42666666666666664
0,4,Kang,0.36666666666666664
0,4,Lim,0.18666666666666665
0,4,Ko,0.065
0,5,Lee,0.22333333333333336
0,5,Shin,0.38333333333333336
0,5,Kang,0.3633333333333333
0,5,Lim,0.155
0,5,Ko,0.055
0,6,Lee,0.2916666666666667
0,6,Shin,0.31666666666666665
0,6,Kang,0.3616666666666667
0,6,Lim,0.145
0,6,Ko,0.065
0,7,Lee,0.2016666666666667
0,7,Shin,0.3816666666666667
0,7,Kang,0.33333333333333326
0,7,Lim,0.18166666666666664
0,7,Ko,0.055
0,8,Lee,0.24999999999999997
0,8,Shin,0.4733333333333333
0,8,Kang,0.30166666666666664
0,8,Lim,0.155
0,8,Ko,0.04
0,9,Lee,0.3
0,9,Shin,0.415
0,9,Kang,0.295
0,9,Lim,0.12333333333333334
0,9,Ko,0.03
0,10,Lee,0.345
0,10,Shin,0.355
0,10,Kang,0.2683333333333333
0,10,Lim,0.16
0,10,Ko,0.055
0,11,Lee,0.25999999999999995
0,11,Shin,0.44500000000000006
0,11,Kang,0.29
0,11,Lim,0.18333333333333335
0,11,Ko,0.045
0,12,Lee,0.2633333333333333
0,12,Shin,0.4066666666666666
0,12,Kang,0.25166666666666665
0,12,Lim,0.12833333333333333
0,12,Ko,0.09
0,13,Lee,0.33666666666666667
0,13,Shin,0.3683333333333333
0,13,Kang,0.3016666666666667
0,13,Lim,0.11
0,13,Ko,0.05
0,14,Lee,0.3366666666666667
0,14,Shin,0.45833333333333337
0,14,Kang,0.23666666666666664
0,14,Lim,0.11333333333333334
0,14,Ko,0.035
0,15,Lee,0.39333333333333337
0,15,Shin,0.39
0,15,Kang,0.27999999999999997
0,15,Lim,0.10166666666666666
0,15,Ko,0.025
0,16,Lee,0.39333333333333337
0,16,Shin,0.4700000000000001
0,16,Kang,0.27166666666666667
0,16,Lim,0.055
0,16,Ko,0.02
0,17,Lee,0.38666666666666666
0,17,Shin,0.49833333333333335
