Run,Step,Remaining Budget
0,0,0.0
0,1,0.054882049430353685
0,2,0.6353141886289064
0,3,0.0
0,4,0.0
0,5,0.06922278301075413
0,6,0.0
0,7,0.0
0,8,0.0
0,9,0.0
0,10,0.00821656343872701
0,11,0.16154709638940445
0,12,0.3383122110870227
0,13,0.3925360910043838
0,14,0.0
0,15,0.2396873804452051
0,16,0.0
0,17,0.04231006505235513
0,18,0.0
0,19,0.0
0,20,0.0
0,21,0.0
0,22,0.0
0,23,0.0
0,24,0.0
0,25,0.0
0,26,0.0
0,27,0.0
0,28,0.013611459455619368
0,29,0.0
0,30,0.23005099952532126
0,31,0.11338693720552329
0,32,0.49048586309744335
0,33,0.2629137087984088
0,34,0.1935936037111301
0,35,0.012487809374518655
0,36,0.009213372185273183
0,37,0.8589523685822921
0,38,0.0
0,39,0.0
0,40,0.0
0,41,1.0
0,42,0.0
0,43,0.18589047619494325
0,44,0.0
0,45,0.14102213991205148
0,46,0.09053396491212284
0,47,0.0
0,48,0.0
0,49,0.0
0,50,0.0
0,51,0.0
0,52,0.5186226350793239
0,53,1.1230955922159522
0,54,0.44059583764908217
0,55,0.44075633026394323
0,56,0.038144043788312265
0,57,0.21932444116731098
0,58,0.021896167074499706
0,59,0.0
0,60,0.0
0,61,0.022364389530292628
0,62,0.0
0,63,0.0
0,64,0.30789195455301677
0,65,0.0
0,66,0.0
0,67,0.0
0,68,0.0
0,69,0.0
0,70,0.0
0,71,0.018436292172505087
0,72,0.22976893672945264
0,73,0.2085986113655539
0,74,0.0
0,75,0.0
0,76,0.31976874883022754
0,77,0.0
0,78,0.0
0,79,0.0
0,80,0.0
0,81,0.0
0,82,0.0
0,83,0.0
0,84,0.0
0,85,0.0
0,86,0.08259711244894241
0,87,0.15022845901204862
0,88,0.01484591776794808
0,89,0.0
0,90,0.10969759841897075
0,91,0.0
0,92,0.0
0,93,0.011729105626273828
0,94,0.22000695382274005
0,95,0.231501432771811
0,96,0.0
0,97,0.0
0,98,0.0
0,99,0.0
0,100,0.0
0,101,0.0
0,102,0.0
0,103,0.21419435869278214
0,104,0.3744309256041679
0,105,0.0
0,106,0.0
0,107,0.0
0,108,0.23613700755205924
0,109,0.0
0,110,0.11273608918726563
0,111,0.0
0,112,0.0
0,113,0.0
0,114,0.0076711612550770525
0,115,0.43288489506382
0,116,0.22078988348683826
0,117,0.18621480406363122
0,118,0.0
0,119,0.49245807286304766
0,120,0.04659765618435863
0,121,0.4034974096297088
0,122,0.0
0,123,0.0
0,124,0.0
0,125,0.30168980672602164
0,126,0.15363534774900978
0,127,0.0
0,128,0.0
0,129,0.0
0,130,0.02154652599588569
0,131,0.0
0,132,0.0
0,133,0.0
0,134,0.0
0,135,0.0
0,136,0.0
0,137,0.21215465529628874
0,138,0.1852734050550353
0,139,0.0
0,140,0.15803583352704997
0,141,0.0
0,142,0.0022885374572980677
0,143,0.0
0,144,0.0
0,145,0.289167437176994
0,146,0.37041754530932325
0,147,0.0
0,148,0.0019211532031743195
0,149,0.27222591563278986
0,150,0.0
0,151,0.05396052327729062
0,152,0.0
0,153,0.0
0,154,0.0
0,155,0.46317829048109926
0,156,0.13342805280493408
0,157,0.17070936803880254
0,158,0.0
0,159,0.0
0,160,0.017288155001929595
0,161,0.015752372898744538
0,162,0.34662014699085275
0,163,0.0
0,164,0.0
0,165,0.0
0,166,0.031203004784245536
0,167,0.045982600107570715
0,168,0.13311197522127993
0,169,0.0
0,170,0.0
0,171,0.0
0,172,0.0
0,173,0.34643318135267487
0,174,0.0
0,175,0.0029615059944629873
0,176,0.0
0,177,0.19239721437362312
0,178,0.0
0,179,0.1701660007705148
0,180,0.18920019693132462
0,181,0.0041476227708056035
0,182,0.0
0,183,0.4794091585425826
0,184,0.13896818158593582
0,185,0.500791256228918
0,186,0.0
0,187,0.3765021632998262
0,188,0.2770047038702943
0,189,0.0
0,190,0.0
0,191,0.05111599203930939
0,192,0.0
0,193,0.1015387577435023
0,194,0.0
0,195,0.0
0,196,0.3012167908713541
0,197,0.0
0,198,0.0
0,199,0.0
0,200,0.0
0,201,0.0
0,202,0.09193309538267003
0,203,0.0
0,204,0.0
0,205,0.0
0,206,0.0
0,207,0.0
0,208,0.011889859881972331
0,209,0.47103823510861287
0,210,0.0
0,211,0.0
0,212,0.0
0,213,0.0
0,214,0.0
0,215,0.10548705058700347
0,216,0.1423351454074966
0,217,0.0
0,218,0.12318386903611145
0,219,0.02167848891260049
0,220,0.05044575778775651
0,221,0.3109403705548699
0,222,0.0
0,223,0.41207531470912695
0,224,0.0
0,225,0.0
0,226,0.5076800434641129
0,227,1.0
0,228,0.0
0,229,0.0
0,230,0.0
0,231,0.3378991621207519
0,232,0.22580812666003314
0,233,0.0
0,234,0.1451383372765216
0,235,0.0
0,236,0.32256645767707326
0,237,0.0
0,238,0.0
0,239,0.24130809675242526
0,240,0.0
0,241,0.27342671105664285
0,242,0.0
0,243,0.0
0,244,0.0
0,245,0.0
0,246,0.0
0,247,0.07259210249116566
0,248,0.0
0,249,0.08036054566697826
0,250,0.0
0,251,0.0
0,252,0.015439849264188954
0,253,0.24667950635135782
0,254,0.0
0,255,0.0
0,256,0.0
0,257,0.17750958931032534
0,258,0.1080585012782107
0,259,0.0
0,260,0.0
0,261,0.0
0,262,0.25203564660763855
0,263,0.0
0,264,0.0
0,265,0.0
0,266,0.0
0,267,0.17132842363893852
0,268,0.09870658864177528
0,269,0.370603421846734
0,270,0.0
0,271,0.1207342554701778
0,272,0.0
0,273,0.0
0,274,0.0
0,275,0.5291860097498353
0,276,0.15970775509650115
0,277,0.0
0,278,0.34908398993786194
0,279,0.0
0,280,0.3857129037132717
0,281,0.30214467986954197
0,282,0.27494586155757683
0,283,0.0
0,284,0.0
0,285,0.0
0,286,0.0
0,287,0.0
0,288,0.36390544944030156
0,289,0.05194441724836407
0,290,0.028818154649068006
0,291,0.21928852478966698
0,292,0.0
0,293,0.023071081923825898
0,294,0.0
0,295,0.0
0,296,0.11499782931755487
0,297,0.19928305762805243
0,298,0.1729754772736094
0,299,0.0
0,300,0.18344093839089126
0,301,0.09473024489891979
0,302,0.0
0,303,0.0
0,304,0.0
0,305,0.07470742915127104
0,306,0.09294267615300178
0,307,0.0
0,308,0.0
0,309,0.0
0,310,0.10559046008805417
0,311,0.0
0,312,0.09223063699010192
0,313,0.0
0,314,0.0
0,315,0.0
0,316,0.07034161771015202
0,317,0.0
0,318,0.0
0,319,0.07059983081416965
0,320,0.06721717770258318
0,321,0.0
0,322,0.0
0,323,0.0
0,324,0.0
0,325,0.0
0,326,0.0
0,327,0.0
0,328,0.0
0,329,0.0
0,330,0.0
0,331,0.0
0,332,0.2301797213650396
0,333,0.12341015123690524
