Run,Step,Probability of Winning
0,0,0.5385
0,1,0.5921666666666667
0,2,0.5875
0,3,0.6123333333333333
0,4,0.5856666666666667
0,5,0.6296666666666667
0,6,0.6318333333333334
0,7,0.6341666666666667
0,8,0.602
0,9,0.5903333333333333
0,10,0.5708333333333333
0,11,0.5848333333333333
0,12,0.5285000000000001
0,13,0.5195000000000001
0,14,0.5473333333333333
0,15,0.5748333333333333
0,16,0.5623333333333332
0,17,0.5319999999999999
0,18,0.5168333333333333
0,19,0.5285
0,20,0.5553333333333333
0,21,0.5685
0,22,0.5418333333333334
0,23,0.49
0,24,0.5266666666666666
0,25,0.5228333333333333
0,26,0.5016666666666667
0,27,0.48833333333333334
0,28,0.5526666666666666
0,29,0.49
0,30,0.5626666666666666
0,31,0.5333333333333333
0,32,0.49666666666666665
0,33,0.54
0,34,0.4941666666666667
0,35,0.5066666666666666
0,36,0.5683333333333334
0,37,0.5066666666666666
0,38,0.5266666666666666
0,39,0.555
0,40,0.5433333333333333
0,41,0.5066666666666666
0,42,0.5
0,43,0.4766666666666666
0,44,0.4800000000000001
0,45,0.5066666666666666
0,46,0.4866666666666667
0,47,0.5141666666666667
0,48,0.52
0,49,0.4975
